2026-06-23T10:36:53.2381532+08:00
view=BaseWindowSkin
img[69]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/starEquipGp/starEquipStarBg activeSelf=True activeInHierarchy=False enabled=True raycast=False sprite=flag1 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(0.00, -1.00) size=(28.00, 43.00)
img[70]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/starEquipGp/starE0 activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=uixzsy_007 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(3.00, -1.00) size=(22.00, 21.00)
img[71]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/starEquipGp/starE1 activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=uixzsy_007 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(3.00, -24.00) size=(22.00, 21.00)
img[72]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/starEquipGp/starE2 activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=uixzsy_007 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(3.00, -47.00) size=(22.00, 21.00)
img[73]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/starEquipGp/starE3 activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=uixzsy_007 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(3.00, -70.00) size=(22.00, 21.00)
img[74]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/starEquipGp/starEquipNum activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=uixzsy_008 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(5.00, -2.00) size=(18.00, 23.00)
img[75]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/_pet_equip_gp/petEquip activeSelf=True activeInHierarchy=False enabled=True raycast=False sprite=uiwg_color_0 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(0.00, 0.00) size=(68.00, 27.00)
img[76]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/_pet_equip_gp/Image activeSelf=True activeInHierarchy=False enabled=True raycast=False sprite=com_star color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(39.00, -13.50) size=(24.00, 24.00)
img[77]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/god_icon activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=com_empty color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(-50.00, -15.00) size=(35.00, 35.00)
img[78]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/star_group/star_0 activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=com_star color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(0.00, -1.00) size=(32.00, 32.00)
